IDFertilization,"Fertilization_NPK","Fertilization_NPK_Dose","Fertilization_NPK_Dose_Unit","Fertilization_NPK_Dose_Unit_Type","Fertilization_NPK_Dose_Product_Name",IDCrop_Crop
2321,"N","NA","NA","NA","NA",853
2322,"N","NA","NA","NA","NA",854
2323,"N","NA","NA","NA","NA",857
2324,"N","NA","NA","NA","NA",858
2325,"N","NA","NA","NA","NA",859
2326,"N","NA","NA","NA","NA",860
2327,"N","NA","NA","NA","NA",861
2328,"N","NA","NA","NA","NA",862
2329,"N","8.00","kg.ha-1","N","Ammonium sulphate",864
2330,"N","8.00","kg.ha-1","N","Ammonium sulphate",865
2331,"N","8.00","kg.ha-1","N","Ammonium sulphate",866
2332,"N","8.00","kg.ha-1","N","Ammonium sulphate",867
2333,"N","8.00","kg.ha-1","N","Ammonium sulphate",869
2334,"N","8.00","kg.ha-1","N","Ammonium sulphate",870
2335,"N","8.00","kg.ha-1","N","Ammonium sulphate",871
2336,"N","8.00","kg.ha-1","N","Ammonium sulphate",872
2337,"N","NA","NA","NA","NA",873
2338,"N","NA","NA","NA","NA",874
2339,"N","NA","NA","NA","NA",875
2340,"N","NA","NA","NA","NA",876
2341,"N","NA","NA","NA","NA",877
2342,"N","NA","NA","NA","NA",878
2343,"N","NA","NA","NA","NA",879
2344,"N","NA","NA","NA","NA",880
2345,"N","8.00","kg.ha-1","N","Ammonium sulphate",881
2346,"N","8.00","kg.ha-1","N","Ammonium sulphate",882
2347,"N","8.00","kg.ha-1","N","Ammonium sulphate",883
2348,"N","8.00","kg.ha-1","N","Ammonium sulphate",884
2349,"N","8.00","kg.ha-1","N","Ammonium sulphate",885
2350,"N","8.00","kg.ha-1","N","Ammonium sulphate",887
2351,"N","8.00","kg.ha-1","N","Ammonium sulphate",888
2352,"N","8.00","kg.ha-1","N","Ammonium sulphate",890
2353,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",853
2354,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",854
2355,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",857
2356,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",858
2357,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",859
2358,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",860
2359,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",861
2360,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",862
2361,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",864
2362,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",865
2363,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",866
2364,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",867
2365,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",869
2366,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",870
2367,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",871
2368,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",872
2369,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",873
2370,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",874
2371,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",875
2372,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",876
2373,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",877
2374,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",878
2375,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",879
2376,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",880
2377,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",881
2378,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",882
2379,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",883
2380,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",884
2381,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",885
2382,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",887
2383,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",888
2384,"P","69.00","kg.ha-1","P2O5","Triple super phosphate",890
2385,"K","NA","NA","NA","NA",853
2386,"K","NA","NA","NA","NA",854
2387,"K","NA","NA","NA","NA",857
2388,"K","NA","NA","NA","NA",858
2389,"K","NA","NA","NA","NA",859
2390,"K","NA","NA","NA","NA",860
2391,"K","NA","NA","NA","NA",861
2392,"K","NA","NA","NA","NA",862
2393,"K","NA","NA","NA","NA",864
2394,"K","NA","NA","NA","NA",865
2395,"K","NA","NA","NA","NA",866
2396,"K","NA","NA","NA","NA",867
2397,"K","NA","NA","NA","NA",869
2398,"K","NA","NA","NA","NA",870
2399,"K","NA","NA","NA","NA",871
2400,"K","NA","NA","NA","NA",872
2401,"K","NA","NA","NA","NA",873
2402,"K","NA","NA","NA","NA",874
2403,"K","NA","NA","NA","NA",875
2404,"K","NA","NA","NA","NA",876
2405,"K","NA","NA","NA","NA",877
2406,"K","NA","NA","NA","NA",878
2407,"K","NA","NA","NA","NA",879
2408,"K","NA","NA","NA","NA",880
2409,"K","NA","NA","NA","NA",881
2410,"K","NA","NA","NA","NA",882
2411,"K","NA","NA","NA","NA",883
2412,"K","NA","NA","NA","NA",884
2413,"K","NA","NA","NA","NA",885
2414,"K","NA","NA","NA","NA",887
2415,"K","NA","NA","NA","NA",888
2416,"K","NA","NA","NA","NA",890
2418,"N","0.00","kg.ha-1","N",NULL,891
2419,"N","0.00","kg.ha-1","N",NULL,892
2420,"N","0.00","kg.ha-1","N",NULL,893
2421,"N","0.00","kg.ha-1","N",NULL,895
2422,"N","0.00","kg.ha-1","N",NULL,896
2423,"N","0.00","kg.ha-1","N",NULL,897
2424,"N","0.00","kg.ha-1","N",NULL,898
2425,"N","0.00","kg.ha-1","N",NULL,899
2426,"N","0.00","kg.ha-1","N",NULL,900
2427,"N","0.00","kg.ha-1","N",NULL,901
2428,"N","0.00","kg.ha-1","N",NULL,902
2429,"N","0.00","kg.ha-1","N",NULL,903
2430,"P","0.00","kg.ha-1","P",NULL,891
2431,"P","0.00","kg.ha-1","P",NULL,892
2432,"P","0.00","kg.ha-1","P",NULL,893
2433,"P","0.00","kg.ha-1","P",NULL,895
2434,"P","0.00","kg.ha-1","P",NULL,896
2435,"P","0.00","kg.ha-1","P",NULL,897
2436,"P","0.00","kg.ha-1","P",NULL,898
2437,"P","0.00","kg.ha-1","P",NULL,899
2438,"P","0.00","kg.ha-1","P",NULL,900
2439,"P","0.00","kg.ha-1","P",NULL,901
2440,"P","0.00","kg.ha-1","P",NULL,902
2441,"P","0.00","kg.ha-1","P",NULL,903
2442,"K","0.00","kg.ha-1","K",NULL,891
2443,"K","0.00","kg.ha-1","K",NULL,892
2444,"K","0.00","kg.ha-1","K",NULL,893
2445,"K","0.00","kg.ha-1","K",NULL,895
2446,"K","0.00","kg.ha-1","K",NULL,896
2447,"K","0.00","kg.ha-1","K",NULL,897
2448,"K","0.00","kg.ha-1","K",NULL,898
2449,"K","0.00","kg.ha-1","K",NULL,899
2450,"K","0.00","kg.ha-1","K",NULL,900
2451,"K","0.00","kg.ha-1","K",NULL,901
2452,"K","0.00","kg.ha-1","K",NULL,902
2453,"K","0.00","kg.ha-1","K",NULL,903
2454,"N","50.00","kg.ha-1","Urea","Urea",904
2455,"N","50.00","kg.ha-1","Urea","Urea",905
2456,"N","50.00","kg.ha-1","Urea","Urea",906
2457,"N","50.00","kg.ha-1","Urea","Urea",907
2458,"N","50.00","kg.ha-1","Urea","Urea",908
2459,"N","50.00","kg.ha-1","Urea","Urea",909
2460,"N","50.00","kg.ha-1","Urea","Urea",910
2461,"N","50.00","kg.ha-1","Urea","Urea",911
2462,"N","50.00","kg.ha-1","Urea","Urea",912
2463,"N","50.00","kg.ha-1","Urea","Urea",913
2464,"N","50.00","kg.ha-1","Urea","Urea",914
2465,"N","50.00","kg.ha-1","Urea","Urea",915
2466,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",904
2467,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",905
2468,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",906
2469,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",907
2470,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",908
2471,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",909
2472,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",910
2473,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",911
2474,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",912
2475,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",913
2476,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",914
2477,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",915
2478,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",904
2479,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",905
2480,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",906
2481,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",907
2482,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",908
2483,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",909
2484,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",910
2485,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",911
2486,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",912
2487,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",913
2488,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",914
2489,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",915
2515,"N","50.00","kg.ha-1","Urea","Urea",917
2516,"N","50.00","kg.ha-1","Urea","Urea",918
2517,"N","50.00","kg.ha-1","Urea","Urea",919
2518,"N","50.00","kg.ha-1","Urea","Urea",920
2519,"N","50.00","kg.ha-1","Urea","Urea",921
2520,"N","50.00","kg.ha-1","Urea","Urea",922
2521,"N","50.00","kg.ha-1","Urea","Urea",924
2522,"N","50.00","kg.ha-1","Urea","Urea",925
2523,"N","50.00","kg.ha-1","Urea","Urea",926
2524,"N","50.00","kg.ha-1","Urea","Urea",927
2525,"N","50.00","kg.ha-1","Urea","Urea",928
2526,"N","50.00","kg.ha-1","Urea","Urea",929
2527,"N","50.00","kg.ha-1","Urea","Urea",930
2528,"N","50.00","kg.ha-1","Urea","Urea",931
2529,"N","50.00","kg.ha-1","Urea","Urea",932
2530,"N","50.00","kg.ha-1","Urea","Urea",933
2531,"N","50.00","kg.ha-1","Urea","Urea",934
2532,"N","50.00","kg.ha-1","Urea","Urea",935
2533,"N","50.00","kg.ha-1","Urea","Urea",936
2534,"N","50.00","kg.ha-1","Urea","Urea",937
2535,"N","50.00","kg.ha-1","Urea","Urea",938
2536,"N","50.00","kg.ha-1","Urea","Urea",939
2537,"N","50.00","kg.ha-1","Urea","Urea",940
2538,"N","50.00","kg.ha-1","Urea","Urea",941
2539,"N","50.00","kg.ha-1","Urea","Urea",942
2540,"N","50.00","kg.ha-1","Urea","Urea",943
2541,"N","50.00","kg.ha-1","Urea","Urea",944
2542,"N","50.00","kg.ha-1","Urea","Urea",945
2543,"N","50.00","kg.ha-1","Urea","Urea",946
2544,"N","50.00","kg.ha-1","Urea","Urea",947
2545,"N","50.00","kg.ha-1","Urea","Urea",948
2546,"N","50.00","kg.ha-1","Urea","Urea",949
2547,"N","50.00","kg.ha-1","Urea","Urea",950
2548,"N","50.00","kg.ha-1","Urea","Urea",951
2549,"N","50.00","kg.ha-1","Urea","Urea",952
2550,"N","50.00","kg.ha-1","Urea","Urea",953
2551,"N","50.00","kg.ha-1","Urea","Urea",954
2552,"N","50.00","kg.ha-1","Urea","Urea",955
2553,"N","50.00","kg.ha-1","Urea","Urea",956
2554,"N","50.00","kg.ha-1","Urea","Urea",957
2555,"N","50.00","kg.ha-1","Urea","Urea",958
2556,"N","50.00","kg.ha-1","Urea","Urea",959
2557,"N","50.00","kg.ha-1","Urea","Urea",960
2558,"N","50.00","kg.ha-1","Urea","Urea",961
2559,"N","50.00","kg.ha-1","Urea","Urea",962
2560,"N","50.00","kg.ha-1","Urea","Urea",963
2561,"N","50.00","kg.ha-1","Urea","Urea",964
2562,"N","50.00","kg.ha-1","Urea","Urea",965
2563,"N","50.00","kg.ha-1","Urea","Urea",966
2564,"N","50.00","kg.ha-1","Urea","Urea",967
2565,"N","50.00","kg.ha-1","Urea","Urea",968
2566,"N","50.00","kg.ha-1","Urea","Urea",969
2567,"N","50.00","kg.ha-1","Urea","Urea",970
2568,"N","50.00","kg.ha-1","Urea","Urea",971
2569,"N","50.00","kg.ha-1","Urea","Urea",972
2570,"N","50.00","kg.ha-1","Urea","Urea",973
2571,"N","50.00","kg.ha-1","Urea","Urea",974
2572,"N","50.00","kg.ha-1","Urea","Urea",975
2573,"N","50.00","kg.ha-1","Urea","Urea",976
2574,"N","50.00","kg.ha-1","Urea","Urea",977
2575,"N","50.00","kg.ha-1","Urea","Urea",978
2576,"N","50.00","kg.ha-1","Urea","Urea",979
2577,"N","50.00","kg.ha-1","Urea","Urea",980
2578,"N","50.00","kg.ha-1","Urea","Urea",981
2579,"N","50.00","kg.ha-1","Urea","Urea",982
2580,"N","50.00","kg.ha-1","Urea","Urea",983
2581,"N","50.00","kg.ha-1","Urea","Urea",984
2582,"N","50.00","kg.ha-1","Urea","Urea",985
2583,"N","50.00","kg.ha-1","Urea","Urea",986
2584,"N","50.00","kg.ha-1","Urea","Urea",987
2585,"N","50.00","kg.ha-1","Urea","Urea",988
2586,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",917
2587,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",918
2588,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",919
2589,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",920
2590,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",921
2591,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",922
2592,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",923
2593,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",924
2594,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",925
2595,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",926
2596,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",927
2597,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",928
2598,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",929
2599,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",930
2600,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",931
2601,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",932
2602,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",933
2603,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",934
2604,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",935
2605,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",936
2606,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",937
2607,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",938
2608,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",939
2609,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",940
2610,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",941
2611,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",942
2612,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",943
2613,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",944
2614,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",945
2615,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",946
2616,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",947
2617,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",948
2618,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",949
2619,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",950
2620,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",951
2621,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",952
2622,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",953
2623,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",954
2624,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",955
2625,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",956
2626,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",957
2627,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",958
2628,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",959
2629,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",960
2630,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",961
2631,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",962
2632,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",963
2633,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",964
2634,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",965
2635,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",966
2636,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",967
2637,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",968
2638,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",969
2639,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",970
2640,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",971
2641,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",972
2642,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",973
2643,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",974
2644,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",975
2645,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",976
2646,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",977
2647,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",978
2648,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",979
2649,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",980
2650,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",981
2651,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",982
2652,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",983
2653,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",984
2654,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",985
2655,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",986
2656,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",987
2657,"P","50.00","kg.ha-1","Triple super phosphate","Triple super phosphate",988
2658,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",917
2659,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",918
2660,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",919
2661,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",920
2662,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",921
2663,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",922
2664,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",923
2665,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",924
2666,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",925
2667,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",926
2668,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",927
2669,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",928
2670,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",929
2671,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",930
2672,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",931
2674,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",932
2675,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",933
2676,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",934
2677,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",935
2678,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",936
2679,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",937
2680,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",938
2681,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",939
2682,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",940
2683,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",941
2684,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",942
2685,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",943
2686,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",944
2687,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",945
2688,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",946
2689,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",947
2690,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",948
2691,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",949
2692,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",950
2693,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",951
2694,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",952
2695,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",953
2696,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",954
2697,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",955
2698,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",956
2699,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",957
2702,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",958
2703,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",959
2704,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",960
2705,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",961
2706,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",962
2707,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",963
2708,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",964
2709,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",965
2710,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",966
2711,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",967
2712,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",968
2713,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",969
2714,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",970
2715,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",971
2716,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",972
2717,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",973
2718,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",974
2719,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",975
2720,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",976
2721,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",977
2722,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",978
2723,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",979
2724,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",980
2725,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",981
2726,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",982
2727,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",983
2728,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",984
2729,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",985
2730,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",986
2731,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",987
2732,"K","100.00","kg.ha-1","Potassium chloride","Potassium chloride",988
2734,"N","50.00","kg.ha-1","Urea","Urea",923
2736,"N","110.00","kg.ha-1","Urea (46.00%N)","Urea (46.00%N)",990
2737,"N","110.00","kg.ha-1","Urea (46.00%N)","Urea (46.00%N)",991
2738,"N","NA","NA","NA","NA",993
2739,"N","NA","NA","NA","NA",994
2740,"N","NA","NA","NA","NA",995
2741,"N","NA","NA","NA","NA",996
2742,"N","NA","NA","NA","NA",997
2743,"N","NA","NA","NA","NA",998
2744,"N","NA","NA","NA","NA",1000
2745,"N","NA","NA","NA","NA",1001
2746,"N","NA","NA","NA","NA",1002
2747,"N","NA","NA","NA","NA",1003
2748,"N","NA","NA","NA","NA",1005
2749,"N","NA","NA","NA","NA",1006
2750,"N","NA","NA","NA","NA",1007
2751,"N","NA","NA","NA","NA",1008
2752,"N","NA","NA","NA","NA",1009
2753,"N","NA","NA","NA","NA",1010
2754,"N","NA","NA","NA","NA",1011
2755,"N","NA","NA","NA","NA",1012
2756,"N","NA","NA","NA","NA",1013
2757,"N","NA","NA","NA","NA",1014
2758,"N","NA","NA","NA","NA",1015
2759,"N","NA","NA","NA","NA",1016
2760,"N","NA","NA","NA","NA",1017
2761,"N","NA","NA","NA","NA",1018
2762,"N","NA","NA","NA","NA",1019
2763,"N","NA","NA","NA","NA",1020
2764,"N","NA","NA","NA","NA",1022
2765,"N","NA","NA","NA","NA",1023
2766,"N","NA","NA","NA","NA",1025
2767,"N","NA","NA","NA","NA",1026
2768,"N","NA","NA","NA","NA",1027
2769,"N","NA","NA","NA","NA",1028
2770,"N","110.00","kg.ha-1","Urea (46.00%N)","Urea (46.00%N)",1047
2771,"N","110.00","kg.ha-1","Urea (46.00%N)","Urea (46.00%N)",1048
2772,"N","NA","NA","NA","NA",1049
2773,"N","NA","NA","NA","NA",1050
2774,"N","NA","NA","NA","NA",1051
2776,"N","NA","NA","NA","NA",1078
2777,"N","NA","NA","NA","NA",1052
2778,"N","NA","NA","NA","NA",1053
2779,"N","NA","NA","NA","NA",1054
2780,"N","NA","NA","NA","NA",1055
2781,"N","NA","NA","NA","NA",1056
2782,"N","NA","NA","NA","NA",1057
2783,"N","NA","NA","NA","NA",1058
2784,"N","NA","NA","NA","NA",1059
2785,"N","NA","NA","NA","NA",1060
2786,"N","NA","NA","NA","NA",1061
2787,"N","NA","NA","NA","NA",1062
2788,"N","NA","NA","NA","NA",1063
2789,"N","NA","NA","NA","NA",1064
2790,"N","NA","NA","NA","NA",1065
2791,"N","NA","NA","NA","NA",1066
2792,"N","NA","NA","NA","NA",1067
2793,"N","NA","NA","NA","NA",1068
2794,"N","NA","NA","NA","NA",1069
2795,"N","NA","NA","NA","NA",1070
2796,"N","NA","NA","NA","NA",1071
2797,"N","110.00","kg.ha-1","Urea (46.00%N)","Urea (46.00%N)",1029
2798,"N","110.00","kg.ha-1","Urea (46.00%N)","Urea (46.00%N)",1030
2799,"N","NA","NA","NA","NA",1031
2800,"N","NA","NA","NA","NA",1032
2802,"N","NA","NA","NA","NA",1036
2804,"N","NA","NA","NA","NA",1038
2805,"N","NA","NA","NA","NA",1039
2806,"N","NA","NA","NA","NA",1040
2807,"N","NA","NA","NA","NA",1041
2808,"N","NA","NA","NA","NA",1042
2809,"N","NA","NA","NA","NA",1043
2810,"N","NA","NA","NA","NA",1044
2811,"N","NA","NA","NA","NA",1045
2812,"N","NA","NA","NA","NA",1046
2813,"N","110.00","kg.ha-1","Urea (46.00%N)","Urea (46.00%N)",1072
2814,"N","110.00","kg.ha-1","Urea (46.00%N)","Urea (46.00%N)",1073
2815,"N","NA","NA","NA","NA",1074
2816,"N","NA","NA","NA","NA",1075
2817,"N","NA","NA","NA","NA",1076
