IDFertilization,"Fertilization_NPK","Fertilization_NPK_Dose","Fertilization_NPK_Dose_Unit","Fertilization_NPK_Dose_Unit_Type","Fertilization_NPK_Dose_Product_Name",IDCrop_Crop
11986,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3989
11987,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3990
11988,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3991
11989,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3992
11990,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3993
11991,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3994
11992,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3995
11993,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3996
11994,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3997
11995,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3998
11996,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3999
11998,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4000
11999,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4001
12000,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4002
12001,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4003
12002,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4004
12003,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4005
12004,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4006
12005,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4007
12006,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4008
12007,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4009
12008,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4010
12009,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4011
12010,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4012
12011,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4013
12012,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4014
12013,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4015
12014,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4016
12015,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4017
12016,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4018
12017,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4019
12020,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4020
12021,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4021
12022,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4022
12023,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4023
12024,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4024
12025,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4025
12026,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4026
12027,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4027
12028,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4028
12029,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4029
12030,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4030
12031,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4031
12032,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4032
12033,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4033
12034,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4034
12035,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4035
12036,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4036
12037,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4037
12038,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4038
12039,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4039
12040,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4040
12041,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4041
12042,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4042
12043,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4043
12044,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4044
12045,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4045
12046,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4046
12047,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4047
12048,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4048
12049,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4049
12050,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4050
12051,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4051
12052,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4052
12053,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4053
12054,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4054
12055,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4055
12056,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4056
12057,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4057
12058,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4058
12059,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4059
12060,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4060
12061,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4061
12062,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4062
12063,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4063
12064,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4064
12065,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4065
12066,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4066
12068,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4068
12069,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4069
12070,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4070
12071,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4071
12072,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4072
12073,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4073
12074,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4074
12075,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4075
12076,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4076
12077,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4077
12078,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4078
12079,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4079
12080,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4080
12081,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4081
12082,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4082
12083,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4083
12084,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4084
12085,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4085
12086,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4086
12087,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4087
12088,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4088
12089,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4089
12090,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4090
12091,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4091
12092,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4092
12093,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4093
12094,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4094
12095,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4095
12096,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4096
12097,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4097
12098,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4098
12099,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4099
12100,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4100
12101,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4101
12102,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4102
12103,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4103
12104,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4104
12105,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4105
12106,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4106
12107,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4107
12108,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4108
12109,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4109
12110,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4110
12111,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4111
12112,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4112
12113,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4113
12114,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4114
12115,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4115
12116,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4116
12117,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4117
12118,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4118
12119,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4119
12120,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4120
12121,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4121
12122,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4122
12123,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4123
12124,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4124
12125,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4125
12126,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4126
12127,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4127
12128,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4128
12129,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4129
12130,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4130
12131,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4131
12132,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4132
12133,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4133
12134,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4134
12135,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4135
12136,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4136
12137,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4137
12138,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4138
12139,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4139
12140,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4140
12141,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4141
12142,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4142
12143,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4143
12144,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4144
12145,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4145
12146,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4146
12147,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4147
12148,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4148
12149,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4149
12150,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4150
12151,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4151
12152,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4152
12153,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4153
12154,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4154
12155,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4155
12156,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4156
12157,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4157
12158,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4158
12159,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4159
12160,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4160
12161,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4161
12162,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4162
12163,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4163
12164,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4164
12165,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4165
12166,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4166
12167,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4167
12168,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4168
12169,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4169
12170,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4170
12171,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4171
12172,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4172
12173,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4173
12174,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4174
12175,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4175
12176,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4176
12177,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4177
12178,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4178
12179,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4179
12180,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4180
12181,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4181
12182,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4182
12183,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4183
12184,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4184
12185,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4185
12186,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4186
12187,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4187
12188,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4188
12189,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4189
12190,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4190
12191,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4191
12192,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4192
12193,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4193
12194,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4194
12195,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4195
12196,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4196
12198,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4198
12199,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4199
12201,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4200
12202,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4201
12203,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4202
12204,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4203
12205,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4204
12206,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4205
12207,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4206
12208,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4207
12209,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4208
12210,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4209
12211,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4210
12212,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4211
12213,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4212
12214,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4213
12215,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4214
12216,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4215
12217,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4216
12218,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4217
12219,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4218
12220,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4219
12221,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4220
12222,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4221
12223,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4222
12224,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4223
12225,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4224
12226,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4225
12227,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4226
12228,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4227
12229,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4228
12230,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4229
12231,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4230
12232,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4231
12233,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4232
12234,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4233
12235,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4234
12236,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4235
12237,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4236
12238,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4237
12239,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4238
12240,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4239
12241,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4240
12242,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4241
12243,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4242
12244,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4243
12245,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4244
12246,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4245
12247,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4246
12248,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4247
12249,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4248
12250,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4249
12251,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4250
12252,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4251
12253,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4252
12254,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4253
12255,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4254
12256,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4255
12257,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4256
12258,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",4257
12261,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3890
12262,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3891
12263,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3892
12264,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3893
12265,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3894
12266,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3895
12267,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3896
12268,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3897
12269,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3898
12270,"P","72.00","kg.ha-1","Double super phosphate","Double super phosphate",3899
12271,"K","NA","NA","NA","NA",3655
12272,"K","NA","NA","NA","NA",3656
12273,"K","NA","NA","NA","NA",3657
12274,"K","NA","NA","NA","NA",3658
12275,"K","NA","NA","NA","NA",3659
12276,"K","NA","NA","NA","NA",3660
12277,"K","NA","NA","NA","NA",3661
12278,"K","NA","NA","NA","NA",3662
12279,"K","NA","NA","NA","NA",3663
12280,"K","NA","NA","NA","NA",3664
12281,"K","NA","NA","NA","NA",3665
12282,"K","NA","NA","NA","NA",3666
12283,"K","NA","NA","NA","NA",3667
12284,"K","NA","NA","NA","NA",3668
12285,"K","NA","NA","NA","NA",3669
12286,"K","NA","NA","NA","NA",3670
12287,"K","NA","NA","NA","NA",3671
12288,"K","NA","NA","NA","NA",3672
12289,"K","NA","NA","NA","NA",3673
12290,"K","NA","NA","NA","NA",3674
12291,"K","NA","NA","NA","NA",3675
12292,"K","NA","NA","NA","NA",3676
12293,"K","NA","NA","NA","NA",3677
12294,"K","NA","NA","NA","NA",3678
12295,"K","NA","NA","NA","NA",3679
12296,"K","NA","NA","NA","NA",3680
12297,"K","NA","NA","NA","NA",3681
12298,"K","NA","NA","NA","NA",3682
12299,"K","NA","NA","NA","NA",3683
12300,"K","NA","NA","NA","NA",3684
12301,"K","NA","NA","NA","NA",3685
12302,"K","NA","NA","NA","NA",3686
12303,"K","NA","NA","NA","NA",3687
12304,"K","NA","NA","NA","NA",3688
12305,"K","NA","NA","NA","NA",3689
12306,"K","NA","NA","NA","NA",3690
12307,"K","NA","NA","NA","NA",3691
12308,"K","NA","NA","NA","NA",3692
12310,"K","NA","NA","NA","NA",3694
12311,"K","NA","NA","NA","NA",3695
12312,"K","NA","NA","NA","NA",3696
12313,"K","NA","NA","NA","NA",3697
12314,"K","NA","NA","NA","NA",3698
12315,"K","NA","NA","NA","NA",3699
12316,"K","NA","NA","NA","NA",3700
12317,"K","NA","NA","NA","NA",3701
12318,"K","NA","NA","NA","NA",3702
12319,"K","NA","NA","NA","NA",3703
12320,"K","NA","NA","NA","NA",3704
12321,"K","NA","NA","NA","NA",3705
12322,"K","NA","NA","NA","NA",3706
12323,"K","NA","NA","NA","NA",3707
12324,"K","NA","NA","NA","NA",3708
12325,"K","NA","NA","NA","NA",3709
12326,"K","NA","NA","NA","NA",3710
12327,"K","NA","NA","NA","NA",3711
12328,"K","NA","NA","NA","NA",3712
12329,"K","NA","NA","NA","NA",3713
12330,"K","NA","NA","NA","NA",3714
12331,"K","NA","NA","NA","NA",3715
12332,"K","NA","NA","NA","NA",3716
12333,"K","NA","NA","NA","NA",3717
12334,"K","NA","NA","NA","NA",3718
12335,"K","NA","NA","NA","NA",3719
12336,"K","NA","NA","NA","NA",3720
12337,"K","NA","NA","NA","NA",3721
12338,"K","NA","NA","NA","NA",3722
12339,"K","NA","NA","NA","NA",3723
12340,"K","NA","NA","NA","NA",3724
12341,"K","NA","NA","NA","NA",3725
12342,"K","NA","NA","NA","NA",3726
12343,"K","NA","NA","NA","NA",3727
12344,"K","NA","NA","NA","NA",3728
12345,"K","NA","NA","NA","NA",3729
12346,"K","NA","NA","NA","NA",3730
12347,"K","NA","NA","NA","NA",3731
12348,"K","NA","NA","NA","NA",3732
12349,"K","NA","NA","NA","NA",3733
12350,"K","NA","NA","NA","NA",3734
12351,"K","NA","NA","NA","NA",3735
12352,"K","NA","NA","NA","NA",3736
12353,"K","NA","NA","NA","NA",3737
12354,"K","NA","NA","NA","NA",3738
12355,"K","NA","NA","NA","NA",3739
12356,"K","NA","NA","NA","NA",3740
12357,"K","NA","NA","NA","NA",3741
12358,"K","NA","NA","NA","NA",3742
12359,"K","NA","NA","NA","NA",3743
12360,"K","NA","NA","NA","NA",3744
12361,"K","NA","NA","NA","NA",3745
12362,"K","NA","NA","NA","NA",3746
12363,"K","NA","NA","NA","NA",3747
12364,"K","NA","NA","NA","NA",3748
12365,"K","NA","NA","NA","NA",3749
12366,"K","NA","NA","NA","NA",3750
12367,"K","NA","NA","NA","NA",3751
12368,"K","NA","NA","NA","NA",3752
12369,"K","NA","NA","NA","NA",3753
12370,"K","NA","NA","NA","NA",3754
12371,"K","NA","NA","NA","NA",3755
12372,"K","NA","NA","NA","NA",3756
12373,"K","NA","NA","NA","NA",3757
12374,"K","NA","NA","NA","NA",3758
12375,"K","NA","NA","NA","NA",3759
12376,"K","NA","NA","NA","NA",3760
12377,"K","NA","NA","NA","NA",3761
12378,"K","NA","NA","NA","NA",3762
12379,"K","NA","NA","NA","NA",3763
12380,"K","NA","NA","NA","NA",3764
12381,"K","NA","NA","NA","NA",3765
12382,"K","NA","NA","NA","NA",3766
12383,"K","NA","NA","NA","NA",3767
12384,"K","NA","NA","NA","NA",3768
12385,"K","NA","NA","NA","NA",3769
12386,"K","NA","NA","NA","NA",3770
12387,"K","NA","NA","NA","NA",3771
12388,"K","NA","NA","NA","NA",3772
12389,"K","NA","NA","NA","NA",3773
12390,"K","NA","NA","NA","NA",3774
12391,"K","NA","NA","NA","NA",3775
12392,"K","NA","NA","NA","NA",3776
12393,"K","NA","NA","NA","NA",3777
12394,"K","NA","NA","NA","NA",3778
12395,"K","NA","NA","NA","NA",3779
12396,"K","NA","NA","NA","NA",3780
12397,"K","NA","NA","NA","NA",3781
12398,"K","NA","NA","NA","NA",3782
12399,"K","NA","NA","NA","NA",3783
12400,"K","NA","NA","NA","NA",3784
12401,"K","NA","NA","NA","NA",3785
12402,"K","NA","NA","NA","NA",3786
12403,"K","NA","NA","NA","NA",3787
12404,"K","NA","NA","NA","NA",3788
12405,"K","NA","NA","NA","NA",3789
12406,"K","NA","NA","NA","NA",3790
12407,"K","NA","NA","NA","NA",3791
12408,"K","NA","NA","NA","NA",3792
12409,"K","NA","NA","NA","NA",3793
12410,"K","NA","NA","NA","NA",3794
12411,"K","NA","NA","NA","NA",3795
12412,"K","NA","NA","NA","NA",3796
12413,"K","NA","NA","NA","NA",3797
12414,"K","NA","NA","NA","NA",3798
12415,"K","NA","NA","NA","NA",3799
12416,"K","NA","NA","NA","NA",3800
12417,"K","NA","NA","NA","NA",3801
12418,"K","NA","NA","NA","NA",3802
12419,"K","NA","NA","NA","NA",3803
12420,"K","NA","NA","NA","NA",3804
12421,"K","NA","NA","NA","NA",3805
12422,"K","NA","NA","NA","NA",3806
12423,"K","NA","NA","NA","NA",3807
12424,"K","NA","NA","NA","NA",3808
12425,"K","NA","NA","NA","NA",3809
12426,"K","NA","NA","NA","NA",3810
12427,"K","NA","NA","NA","NA",3811
12429,"K","NA","NA","NA","NA",3813
12430,"K","NA","NA","NA","NA",3814
12431,"K","NA","NA","NA","NA",3815
12432,"K","NA","NA","NA","NA",3816
12433,"K","NA","NA","NA","NA",3817
12434,"K","NA","NA","NA","NA",3818
12435,"K","NA","NA","NA","NA",3819
12436,"K","NA","NA","NA","NA",3820
12437,"K","NA","NA","NA","NA",3821
12438,"K","NA","NA","NA","NA",3822
12439,"K","NA","NA","NA","NA",3823
12440,"K","NA","NA","NA","NA",3824
12441,"K","NA","NA","NA","NA",3825
12442,"K","NA","NA","NA","NA",3826
12443,"K","NA","NA","NA","NA",3827
12444,"K","NA","NA","NA","NA",3828
12445,"K","NA","NA","NA","NA",3829
